File_Error,Corrected
Pakodaj,Pakodaji
poorio,Puri
Bisibelem,Bisibelema
asaryugattaP,asaryugattaP
sABzIJi,Sabziji
Momojia,Momoji
DALA,Dala
Rotiaa,Roti
Jalebiun,Jalebina
amoaluP,amoaluP
TAMARINDRA,Tamarindra
Vadaran,Vadara
anidhcihK,anidhcihK
Poorino,Purina
Sabziun,Dosaji
Tamarindmam,Tamarindma
Poorim,Purima
Chapathijia,Chapathijia
Dosar,Dosara
dhoklasa,Dhoklasa
gulabji,Gulabji
bISibElE,Bisibele
Dosa,Dosa
Kheerm,Kheerm
oiieanena,oiieanena
eouaoiku,eouaoiku
Koftain,Koftana
jalebie,Jalebi
uiftusi,uiftusi
bhaTuRERa,Bhaturera
Chapathi,Chapathi
kHichdiO,Kichdi
asmasaR,Rasamsa
Idlig,Idliga
iaaaue,iaaaue
auiyuoika,Aamka
Biuauooe,Biuauooe
THEPLARA,Theplara
Poori,Puri
Keoaroia,Keoaroia
bhaturea,Bhature
Parathaia,Paratha
ROtiI,Roti
PAKODAMA,Pakodama
ROGANGA,Roganga
CHOLE,Chole
aminayriB,aminayriB
Raitayan,Raitaya
oaryanii,Rogani
Koaoiila,Dala
Payasaia,Payasa
jalebiji,Jalebiji
aaui,aaui
BhAtUReMa,Bhaturema
payasaji,Payasaji
Da,Dal
saBziRa,Sabzira
pavo,Pavo
Puliyogareg,Puliyogarega
Bandegaig,Bandegai
KHichDIya,Kichdiya
idlIe,Idli
ragisa,Ragisa
ashsoJ,Aamo
Idlisan,Idlisa
Puris,Purisa
ayatfoK,ayatfoK
Tamarindl,Tamarindla
POORIKA,Purika
Pilaii,Dala
puri,Puri
curde,Curde
arrabmaS,arrabmaS
Dosagaa,Dosaga
kichdie,Kichdi
uenieue,Puri
Pooraea,Puri
eidhcihK,eidhcihK
asasayaP,Masalaya
cholee,Dali
uuddano,Vadao
Tamarindl,Tamarindla
JOshE,Josh
Gulaby,Gulabya
Baatureka,Bhatureka
PURINA,Purina
agitoR,Ragio
Mom,Momo
Curdm,Curdma
Momosan,Momosa
Raital,Raita
Samosasaa,Samosasa
Aamim,Aami
Bisibele,Bisibele
Rotikam,Rotika
Purei,Puri
dalsa,Dalsa
JOSHRA,Joshra
tamarinde,Tamarinde
ayasoD,Payasa
avaR,Ravae
Muddasam,Muddasa
oaiea,oaiea
ambaluG,Sambaru
khichdio,Kichdi
mOmoNA,Momona
oioeuie,oioeuie
DHOKLAJI,Dhoklaji
Idlimaa,Idlima
gulabla,Gulabla
Kaoersa,Pavsa
Halwas,Halwasa
aatiaR,Ragi
pAvNa,Pavna
SAbzina,Sabzina
pATTaGuYRao,Pattaguyra
dalla,Dala
rAiTAjI,Raitaji
Bhaturesaa,Bhaturesa
Biryaaila,Biryaaila
Pavr,Pavra
Rasammaa,Rasama
Biryaniy,Biryaniya
Kachori,Kachori
Kheerin,Kheerin
Biryanigaa,Biryaniga
Jalebim,Jalebima
lassisa,Lassisa
Payasagaa,Payasaga
eireki,eireki
tAmariNdYA,Tamarindya
samosama,Samosama
Koftay,Koftaya
Jaleiika,Dalka
jaLebIU,Jalebi
Lasiii,Lassi
eadokaP,eadokaP
Bisibelem,Bisibelema
Cholegaa,Cholega
Theplajin,Theplaji
CHAPATHIO,CHAPATHIO
KHEERI,Puri
BISIBELEO,Bisibele
RAGILA,Ragila
Bisibelek,Bisibeleka
kichdie,Kichdi
Curdm,Curdma
jOshma,Joshma
PATTAGUYRAA,Pattaguyra
upmae,Upma
jOshMa,Joshma
kiChDIe,Kichdi
PAVSA,Pavsa
iiryaai,iiryaai
KOFTASA,Koftasa
urabmaS,Gulabma
arahtaraP,Parathara
UPMAI,Upma
payAsAra,Payasara
aydruC,aydruC
Biryani,Biryani
Sibioie,Sibioie
Rotik,Rotika
dosai,Dosa
UPMAna,Upmana
Kheerm,Kheerm
Kesariy,Kesariya
momoi,Momo
JOSH,Josh
puliyogare,Puliyogare
paneera,Ragira
Koftayan,Koftaya
andruC,andruC
Idlim,Idlima
Idlire,Idlira
Parathayam,Parathaya
Rot,Roti
Kachorinan,Kachorina
Rivoe,Pavo
muddama,Muddama
Pesarattu,Pesarattu
PESARATTUKA,Pesarattuka
Gulab,Gulab
alitoR,Raitao
ohoeeua,Momo
CHAPATHIA,CHAPATHIA
Theplar,Thepla
chapathiji,chapathiji
bisibeleka,Bisibeleka
Upmas,Upmasa
HaLWaKA,Halwaka
Rotilan,Rotila
idhciK,idhciK
Jalebigan,Jalebiga
Theplag,Thepla
ayawlaH,ayawlaH
DALE,Dale
CHUTNEYNA,Chutneyna
RAGIYA,Ragiya
Biryaniin,Biryanina
ijelohC,ijelohC
anirooP,anirooP
poorii,Puri
aildI,Idli
oekoaama,Momoma
Roaaou,Roaaou
Dauaui,Dal
Lusiioi,Puri
Rotir,Rotira
VaDaa,Vada
ROTI,Roti
aalasaM,Rasam
KhiCHdiYa,Kichdiya
Pulaooa,Pulao
gulaba,Gulaba
ereenaP,Purina
PAVO,Pavo
kHeER,kHeER
JOSHGA,Joshga
RAGIMA,Ragima
ROGANRA,Roganra
Tamarindmaa,Tamarindma
Dhoklam,Dhokla
eyentuhC,eyentuhC
JOSHA,Josh
Halwaga,Halwaga
Pulao,Pulao
Sabzik,Dosaji
Bisibeleg,Bisibelega
RASAMI,Rasami
agreehK,Ragika
Kachorig,Kachori
Lassikaa,Lassika
Bisibelein,Bisibelena
DHOKLAE,Dhokla
RAgiJi,Ragiji
Raoei,Ram
ielohC,ielohC
Poorie,Puri
Idlian,Idlina
Cholekaa,Choleka
POoRIGA,Puriga
ragiu,Ragi
sambarla,Sambarla
Pesarattugan,Pesarattuga
rasAMKA,Rasamka
dOSalA,Dosala
PESARATTURA,Pesarattura
Puliyogarenaa,Puliyogarena
rotie,Roti
Sambargaa,Sambarga
Upmakan,Upmaka
Halwak,Halwaka
Riaamoo,Ramu
Piliyegareia,Piliyegareia
kheer,kheer
ravaji,Ravaji
Theplajia,Theplaji
DalYA,Dalya
Kichdiy,Kichdi
RAMMA,Rama
ainuuuaoa,Aamu
MASALAU,Masala
CHUTneYGa,Chutneyga
Bisibeley,Bisibeleya
Pavyam,Pavya
DOSAI,Dosa
Payas,Payasa
RoTIra,Rotira
Kachorig,Kachori
uoieo,uoieo
Dosaun,Dosana
Chapathi,Chapathi
MUDDARA,Muddara
lassia,Lassi
aluttaraseP,aluttaraseP
airaseK,airaseK
eihtapahC,eihtapahC
biryani,Biryani
Kichdiyaa,Kichdiya
Sambarn,Sambarna
Boaooeuemo,Momo
rAma,Rama
chutneyla,Chutneyla
Payasag,Payasaga
Vouooa,Pav
iirooP,iirooP
tAmARiNdU,Tamarindu
ROGANRA,Roganra
uayaiaka,Dalka
RAITARA,Raitara
aeoe,aeoe
dalsa,Dalsa
Purik,Purika
Dalj,Dalji
Roite,Roti
Cholenaa,Cholena
aioimu,Aamu
UPMAA,Upma
ioelu,Dalu
Payasaea,Payasa
jalEbiSa,Jalebisa
kachorio,Kachori
kichdima,Kichdima
PoORI,Puri
arildI,arildI
Chutneyg,Chutney
ioaluP,Dalu
amihtapahC,amihtapahC
anyentuhC,anyentuhC
Puliyogarein,Puliyogarena
Raaro,Ramo
Puliyogare,Puliyogare
MOmOMa,Momoma
aaioa,aaioa
Momogaa,Momoga
PULAOE,Pulao
Tamarindj,Tamarindji
asiraseK,asiraseK
Ram,Ram
Dal,Dal
PESARATTuE,Pesarattu
aymaR,Aamra
ayhsoJ,ayhsoJ
CHUTNEYRA,Chutneyra
payasaya,Payasaya
CHUTNEYGA,Chutneyga
biryania,Biryani
lassio,Lassi
Cholemaa,Cholema
aiddanu,Vadau
halwaa,Halwa
auvo,Pavo
masalaji,Masalaji
PARATHAA,Paratha
KoFTaYa,Koftaya
Idlim,Idlima
idlima,Idlima
Raieai,Ram
amizbaS,amizbaS
Rasamj,Rasamji
Theplajia,Theplaji
Bhituueia,Bhituueia
Sabeu,Aame
PAVSA,Pavsa
JOSH,Josh
BISIBELEKA,Bisibeleka
payAsAnA,Payasana
Kesariy,Kesariya
olaD,Vada
Poorij,Puriji
pAYASayA,Payasaya
Masal,Masala
THEPLAGA,Theplaga
DHOKLAE,Dhokla
Raval,Ravala
MOMOga,Momoga
RotiRa,Rotira
POORISA,Purisa
anaryugattaP,anaryugattaP
chapathi,chapathi
DALE,Dale
bandegaila,Bandegaila
amadduM,amadduM
uisilao,Purila
Bhaturekan,Bhatureka
oabaue,Dosa
KHEERO,KHEERO
PAVyA,Pavya
Idli,Idli
adniramaT,adniramaT
PATTAGUYRAU,Pattaguyra
PEsAratTUmA,Pesarattuma
bandegaima,Bandegaima
Dhoklajim,Dhoklaji
Pooriaa,Puri
Kheoeaa,Kheoeaa
iDLi,Idli
MUDDAMA,Muddama
urabmaS,Gulabma
Vadak,Vadaka
RAITa,Raita
Payas,Payasa
iandegauee,iandegauee
Tamarindon,Tamarindo
Ravasam,Ravasa
sambaru,Sambaru
VadaNA,Vadana
MOMOE,Momo
pulaoga,Pulaoga
sabzie,Sabzi
amadduM,amadduM
ram,Ram
Keoure,Keoure
PESARATTUE,Pesarattu
CHAPATHIO,CHAPATHIO
alreehK,alreehK
Baneegai,Ragiga
Payasagam,Payasaga
Paneermaa,Paneermaa
eheeima,eheeima
iaryugattaP,iaryugattaP
Raitar,Raita
Idliua,Idli
samOsaya,Samosaya
pava,Pava
oeragoyiluP,oeragoyiluP
Pelioiu,Idli
Bhajiaa,Bhaji
Dosal,Dosala
Sabzi,Sabzi
Raitar,Raita
RAMRA,Ramra
parathau,Paratha
Poorikam,Purika
Bandegaim,Bandegai
uieaeega,Ram
khichdii,Kichdi
Bandegaigam,Bandegaiga
Chopitaiea,Chopitaiea
Gulabram,Gulabra
Upmalan,Upmala
Guiab,Guiab
RAiTaU,Raita
TAMARINDJI,Tamarindji
koftagA,Koftaga
Sambarm,Sambarma
vadau,Vada
puliyogarena,Puliyogarena
curde,Curde
Muddasaa,Muddasa
Gulabgan,Gulabga
bhature,Bhature
Bioyeeiei,Bioyeeiei
puliYOGaRESa,Puliyogaresa
rami,Rami
Ramom,Ramo
Guliaga,Puriga
asadokaP,asadokaP
thePlAya,Theplaya
Jaoooiu,Ram
Roga,Rogan
iDlISA,Idlisa
iaeeeri,Puri
ayijahB,ayijahB
paNEere,paNEere
uampU,Aamu
Chutney,Chutney
eyentuhC,eyentuhC
Biryanik,Biryanika
pattaguyrama,Pattaguyrama
Rasam,Rasam
uitoR,Puri
Cuado,Curdo
biryaniu,Biryani
Ravan,Ravana
oaryugattaP,oaryugattaP
Dosaan,Dosana
sambaro,Sambaro
RASAMSA,Rasamsa
aAMa,Aam
PUlaOkA,Pulaoka
koftala,Koftala
Upm,Upma
Sambarmaa,Sambarma
iaeii,iaeii
sabziji,Sabziji
ayadaV,Payasa
PAKODAMA,Pakodama
asayaP,Vadaya
Upmagan,Upmaga
oatueouyraoa,Rotiya
payasAMA,Payasama
AaMKa,Aamka
Chapathiim,Chapathiim
GULABNA,Gulabna
Gulabl,Gulabla
ueeaeaouara,Ram
PESARATTUMA,Pesarattuma
MomoI,Momo
akalpehT,akalpehT
Tamarin,Tamarind
halwaya,Halwaya
parathaa,Paratha
amrabmaS,amrabmaS
bHatUreI,Bhature
halwara,Halwara
Vadanaa,Vadana
PAYASAMA,Payasama
Raitaea,Raita
dhoklao,Dhokla
Bhajir,Bhaji
Muudue,Curdu
Ravaua,Rava
iuchdema,iuchdema
Jalebis,Jalebisa
payasaga,Payasaga
Daeuku,Dalu
muddae,Mudda
idlima,Idlima
ehitneuia,ehitneuia
Rotiia,Roti
chutneysa,Chutneysa
oasauua,Dosa
kheeru,kheeru
Ramso,Ramsa
Parathaj,Paratha
Dhoklaum,Dhokla
uadokaP,Curdka
Lassik,Lassi
ParATHaJI,Parathaji
Kichdilan,Kichdila
kesarila,Kesarila
DOsAa,Dosa
agatiaR,Ragira
ayampU,Rasamu
CHAPATHILA,CHAPATHILA
Choleg,Chole
Halueu,Dalu
Ragik,Ragika
Sambarjim,Sambarji
oauoaoa,oauoaoa
paneerji,paneerji
Momoim,Momoma
asreehK,asreehK
BANDEGAIGA,Bandegaiga
Kesarimaa,Kesarima
Vadaa,Vada
pAkODAO,Pakoda
iaaaa,iaaaa
KESARIU,Kesari
agomoM,Momoma
ambaluG,Sambaru
Bhajilan,Bhajila
PAKODAMA,Pakodama
Puliyogarelan,Puliyogarela
doSakA,Dosaka
amijahB,amijahB
ROTIA,Roti
akawlaH,akawlaH
anoaluP,anoaluP
Haliaei,Dali
uomoM,Momo
Rait,Ram
aralpehT,aralpehT
pooria,Puri
Jalebikaa,Jalebika
Kichdiea,Kichdi
jALEBisA,Jalebisa
kOftai,Kofta
DHOKLAYA,Dhoklaya
roganga,Roganga
pattaguyrama,Pattaguyrama
payasaya,Payasaya
Idlin,Idlina
aaero,Ram
aritoR,Raitao
Bhaturegam,Bhaturega
Ragila,Ragila
Raitamaa,Raitama
iirooP,iirooP
Rasamsan,Rasamsa
puliyogarema,Puliyogarema
aulaee,Dala
Biryanigaa,Biryaniga
ROTIRA,Rotira
poorika,Purika
THEPLAMA,Theplama
uaousaea,Dosa
asmaA,Aama
ijidhciK,ijidhciK
SAMOSANA,Samosana
parathaji,Parathaji
eijahB,eijahB
bandegaie,Bandegai
Rotik,Rotika
DHOKLA,Dhokla
Purioi,Puri
Ramnam,Ramna
BANDEGAI,Bandegai
gulabka,Gulabka
BISIBELEYA,Bisibeleya
Samosaoa,Samosa
Dalman,Dalma
KOFTAU,Kofta
Khichdi,Kichdi
Koftalaa,Koftala
aralpehT,aralpehT
puliyogarei,Puliyogare
Theplaia,Thepla
aeoklie,Idli
akalasaM,Masalasa
agalkohD,agalkohD
SABZIGA,Sabziga
cHOleJI,Choleji
Kecuiuo,Kecuiuo
uakeoasa,uakeoasa
Khichdir,Kichdi
ThEPLAA,Thepla
Chapathiyan,Chapathiyan
Jalebis,Jalebisa
RAITAji,Raitaji
kichdima,Kichdima
asahtaraP,asahtaraP
Dosalaa,Dosala
Koftaman,Koftama
Koftan,Koftana
Halwaman,Halwama
iurua,iurua
Bhaji,Bhaji
jalebina,Jalebina
MUDDALA,Muddala
rotina,Rotina
KOFTAA,Kofta
bhajie,Bhaji
THEPLAYA,Theplaya
Koftay,Koftaya
Roti,Roti
Kichdilaa,Kichdila
aklaD,Dalla
iusamna,Aamna
Jalebigaa,Jalebiga
Payasaraa,Payasara
khichdiya,Kichdiya
POORISA,Purisa
Kichd,Kichd
Sabziyaa,Sabziya
Sambarg,Sambarga
oelohC,oelohC
asasayaP,Masalaya
Momogan,Momoga
rAm,Ram
Samosaran,Samosara
Paaasaia,Pavsa
Cholek,Chole
Paana,Pavna
paNEersa,paNEersa
Tamarindaa,Tamarinda
agerutahB,agerutahB
akdruC,akdruC
Pikeeoro,Pikeeoro
rasamji,Rasamji
Upmak,Upmaka
ayentuhC,ayentuhC
BHATUREKA,Bhatureka
Paneerua,Paneerua
Roti,Roti
Muddajim,Muddaji
Bisibelegan,Bisibelega
Roganlaa,Roganla
jaLeBiLa,Jalebila
RAGIE,Ragi
Masalaun,Masalana
aihtapahC,aihtapahC
Kachor,Kachor
ohatare,Bhature
vadau,Vada
upmARA,Upmara
payasaa,Payasa
Aamraa,Aamra
payasama,Payasama
eouiiuueoe,eouiiuueoe
PAKodakA,Pakodaka
Dallaa,Dala
samosAMa,Samosama
Koftam,Koftama
pUliYOgarEA,Puliyogare
Ramy,Ramya
uanoei,uanoei
Poorir,Purira
KHEERA,KHEERA
Sambar,Sambar
bHAjISA,Bhajisa
iabzila,iabzila
BISIBELeyA,Bisibeleya
aavaR,Ravae
omaR,Upma
Paneerram,Paneerram
HALWA,Halwa
ijrabmaS,ijrabmaS
Rasamn,Rasamna
Aamnaa,Aamna
Ragik,Ragika
DHOKLAE,Dhokla
pulaoi,Pulao
joshe,Josh
curdna,Curdna
Puliyogarenam,Puliyogarena
Tamarind,Tamarind
Sambarum,Sambaru
itoR,itoR
CHUTNEYRA,Chutneyra
Puvre,Purie
Paneer,Upmai
Payasamaa,Payasama
aeragoyiluP,aeragoyiluP
Ravayaa,Ravaya
oameae,Aame
anatiaR,anatiaR
Lassil,Lassi
theplai,Thepla
CHUTNEYNA,Chutneyna
easayaP,Dosaya
rAiTAJi,Raitaji
Kesarisaa,Kesarisa
jalebii,Jalebi
asildI,Lassii
Chapathinaa,Chapathinaa
MOMOLA,Momola
bandegaisa,Bandegaisa
Kesariea,Kesari
Chutneylam,Chutneyla
ieaeaiji,ieaeaiji
KHEERLA,KHEERLA
RAITaa,Raita
joshMa,Joshma
aliruP,aliruP
eauhaeira,Dalra
muddana,Muddana
pesarattuji,Pesarattuji
BIRYANI,Biryani
rotiji,Rotiji
oihtapahC,oihtapahC
Curdm,Curdma
Cholen,Chole
ravao,Rava
Aam,Aam
ehichdige,Khichdie
ROTIMA,Rotima
KofTaA,Kofta
rAmi,Rami
jOShkA,Joshka
anibelaJ,anibelaJ
Rugeena,Ragina
Doukla,Dhokla
Aamsam,Rasam
KHICHDIMA,Kichdima
VADALA,Vadala
DhoklAna,Dhoklana
Sumoaaka,Momoka
ijahtaraP,ijahtaraP
kicHdIi,Kichdi
Aamr,Aame
Raitak,Raita
BHAJIU,Bhaji
bIsiBELEkA,Bisibeleka
SABZIU,Sabzi
DosAi,Dosa
Reeeela,Dala
MUDDARA,Muddara
amoaluP,amoaluP
kICHDinA,Kichdina
bisibelena,Bisibelena
dhoklao,Dhokla
Lassiraa,Lassira
dhoklasa,Dhoklasa
Puliyogarey,Puliyogareya
Sabz,Dosa
Upmao,Upma
KESARIMA,Kesarima
dhOkLaYA,Dhoklaya
aoaruu,Ram
jAlEBimA,Jalebima
amasayaP,Samosaya
Pesarattujin,Pesarattuji
asiruP,Lassiu
pakodaji,Pakodaji
uuaai,uuaai
BANDEGAIMA,Bandegaima
puliyogarena,Puliyogarena
bHAJia,Bhaji
TAMarinDU,Tamarindu
rami,Rami
Rasamyaa,Rasamya
Rogan,Rogan
Sambar,Sambar
amiagednaB,amiagednaB
ROtIi,Roti
UPMAI,Upma
peSaraTTUla,Pesarattula
Paneern,Paneern
agitoR,Ragio
ialasaM,Rasam
VADAGA,Vadaga
BISIBELEO,Bisibele
cholena,Cholena
Jalebi,Jalebi
ROTILA,Rotila
Dhokl,Idli
THEPLA,Thepla
uPma,Upma
Rasamr,Rasamra
dalo,Dalo
CHAPATHIRA,CHAPATHIRA
momola,Momola
Kesarin,Kesarina
ragila,Ragila
KHICHdII,Kichdi
aaeoriadei,Ragie
aritoR,Raitao
momosa,Momosa
RAGIMA,Ragima
akavaR,Ravara
Jaiauao,Ram
Ravaom,Ravama
aradaV,aradaV
RASAMA,Rasama
Rams,Ramsa
Pulao,Pulao
upmaga,Upmaga
oizbaS,oizbaS
Poouoea,Poouoea
parathai,Paratha
aamya,Aamya
KhichDiMa,Kichdima
ipoage,ipoage
RAITARA,Raitara
Pattaguyran,Pattaguyra
purira,Purira
DOSAE,Dosa
CHoLELA,Cholela
ureehK,Purio
Pulaojim,Pulaoji
oaeelima,Idlima
RAITAI,Raita
asatfoK,asatfoK
Curden,Curde
iyentuhC,iyentuhC
KHEERMA,KHEERMA
TAMARINDMA,Tamarindma
paneer,Upmai
Kheerkam,Kheerkam
Rotik,Rotika
Kesariia,Kesari
RAGIE,Ragi
eilieioa,Idli
iawlaH,iawlaH
Rait,Ram
ravaya,Ravaya
pulaosa,Pulaosa
sambArji,Sambarji
Aamn,Aam
Choleg,Chole
jalebio,Jalebi
gulabka,Gulabka
euraji,Bhaji
RASAMU,Rasamu
aooiu,aooiu
Khichdin,Kichdi
Masalasaa,Masalasa
RAITAGA,Raitaga
dalka,Dalka
khichdika,Kichdika
aliruP,aliruP
aaMnA,Aamna
kaChORIYa,Kachoriya
dhoklara,Dhoklara
kachoriji,Kachoriji
dosana,Dosana
Khichdiyam,Kichdiya
upmao,Upma
momoga,Momoga
koFtAJi,Koftaji
Kesarinam,Kesarina
Vada,Vada
pUrIMa,Purima
Halwa,Halwa
uuueo,uuueo
saMOsajI,Samosaji
asyentuhC,asyentuhC
Pattaguyran,Pattaguyra
Gaiuai,Ram
Pakodaua,Pakoda
KHEERMA,KHEERMA
PaVma,Pavma
aselebisiB,aselebisiB
PAVNA,Pavna
Dosaem,Dosama
idliga,Idliga
Paneera,Ragira
rOti,Roti
uavue,Pavu
chutneyya,Chutneya
CHAPATHIO,CHAPATHIO
Dosas,Dosasa
PATtAguyRAGa,Pattaguyraga
Momoaa,Momo
aluttaraseP,aluttaraseP
GuLaBMA,Gulabma
eaee,eaee
RAMGA,Ramga
Jalebil,Jalebila
Patuoiuarara,Patuoiuarara
kESARImA,Kesarima
Bisibeles,Bisibelesa
Muddaj,Mudda
uiuaiiyei,uiuaiiyei
panEerna,panEerna
omaR,Upma
paNEeri,paNEeri
euttaraseP,euttaraseP
Aooka,Dala
Paneerin,Paneerin
akdruC,akdruC
Halwaen,Halwana
parathai,Paratha
asnagoR,asnagoR
Paneerea,Paneerea
Rotinam,Rotina
Pavyan,Pavya
Pattaguyraia,Pattaguyra
LasSIi,Lassi
anirohcaK,anirohcaK
saMoSARa,Samosara
Paratha,Paratha
SAMbarsA,Sambarsa
Sambary,Sambarya
Dosak,Dosaka
rasamma,Rasama
PAKODAO,Pakoda
Pulaos,Pulao
HALWAO,Halwa
Lassiua,Lassi
KESARINA,Kesarina
RAItAJi,Raitaji
asayaP,Vadaya
oatiaR,Rotie
HALWAJI,Halwaji
PANEERKA,PANEERKA
Jalebigan,Jalebiga
PArATHAA,Paratha
Bandegainam,Bandegaina
kheerka,kheerka
Mome,Momoe
LASsiRa,Lassira
aaselue,Dalu
PAkoDAU,Pakoda
SAMBARU,Sambaru
HaLwae,Halwa
sambarsa,Sambarsa
hALWA,Halwa
Jalebion,Jalebina
umaR,Upma
muDDaga,Muddaga
Vadanaa,Vadana
BIRyANisa,Biryanisa
Joshum,Joshu
aidhcihK,aidhcihK
rAgI,Ragi
akelohC,akelohC
amadaV,amadaV
pAvo,Pavo
pUlAoMa,Pulaoma
THEPLA,Thepla
Momolaa,Momola
Pesaratturam,Pesarattura
bandegai,Bandegai
Jalebi,Jalebi
Jalebiman,Jalebima
Kachorinam,Kachorina
Samos,Samosa
uaipaahoaa,Upmao
iirohcaK,iirohcaK
pakodaya,Pakodaya
Poorig,Puriga
cholema,Cholema
KHICHDINA,Kichdina
ramla,Ramla
rOTILa,Rotila
Bhajien,Bhaji
SAMBARRA,Sambara
BHaJiE,Bhaji
oiouaeia,oiouaeia
tamarinda,Tamarinda
asiruP,Lassiu
Bhajion,Bhaji
Koftasan,Koftasa
alampU,Rasamu
Duokui,Duokui
momosa,Momosa
bANDegAi,Bandegai
Chutne,Chutne
ayaryugattaP,ayaryugattaP
omaA,Upma
bHAjika,Bhajika
Seoiia,Seoiia
JoSh,Josh
sambarya,Sambarya
upiui,Puri
erutahB,erutahB
DHOKLA,Dhokla
PaYaSaRA,Payasara
Tamarindsaa,Tamarindsa
arijahB,arijahB
Puriy,Puriya
amitoR,Raitao
aizbaS,aizbaS
pakoda,Pakoda
SAmOSAMA,Samosama
RAGIO,Ragi
DOSA,Dosa
momola,Momola
paRATHA,Paratha
Gulabg,Gulabga
Siouia,Siouia
ROTI,Roti
ialeaoe,Dale
Gulabm,Gulabma
auaoaoi,auaoaoi
Gulabyaa,Gulabya
Rogaai,Rogan
jALebii,Jalebi
eouuia,eouuia
airohcaK,airohcaK
Chutneyg,Chutney
lassi,Lassi
Puliyogar,Puliyogare
uuuioyo,uuuioyo
Rotiy,Rotiya
Jiaebia,Jiaebia
rOTiLA,Rotila
ijvaP,ijvaP
MomOGA,Momoga
jalebiu,Jalebi
Curdoa,Curdo
RaitA,Raita
MOMOE,Momo
halwa,Halwa
ayitoR,Raitao
Samosayaa,Samosaya
KesarI,Kesari
lassika,Lassika
Bhajigan,Bhajiga
Dosaj,Dosaji
oulebna,Cholena
oambaiui,Momoa
aldruC,aldruC
CURDNA,Curdna
Sambarum,Sambaru
Paneery,Paneery
akelebisiB,akelebisiB
IdlIO,Idli
adduM,Aamu
DhOKLAgA,Dhoklaga
RAITAGA,Raitaga
Paneer,Upmai
JALEBII,Jalebi
Theplaun,Thepla
iouhei,iouhei
amvaP,Ravao
Roganlan,Roganla
adaV,Vadau
Khueria,Puri
Pakodaoa,Pakoda
aassiu,Aam
ROTI,Roti
CHOLENA,Cholena
Bhoouoega,Bhoouoega
oiieaauorai,Ram
ulaD,Gulab
agalpehT,agalpehT
BHAJIE,Bhaji
Purikam,Purika
Pulaolam,Pulaola
ouude,ouude
BiRYANIE,Biryani
Paneerm,Paneerm
Ravamam,Ravama
asoD,Aamo
agiruP,Ragira
arahtaraP,Parathara
alasomaS,alasomaS
aniagednaB,aniagednaB
DALGA,Dalga
PARaTHAi,Paratha
Dhoklaram,Dhoklara
aaizira,Aamra
ahealae,Thepla
Koftayan,Koftaya
halwara,Halwara
rasamsa,Rasamsa
RAMI,Rami
payasama,Payasama
dhoklae,Dhokla
ijawlaH,ijawlaH
LASSILA,Lassila
ijawlaH,ijawlaH
adniramaT,adniramaT
Momos,Momosa
Parathay,Paratha
Curdk,Curdka
Biryanig,Biryaniga
pURiRa,Purira
Pouaga,Rogan
ianaaii,Ram
POORIGA,Puriga
RAGINA,Ragina
Cholekaa,Choleka
ohotareia,ohotareia
AAMo,Aamo
hAlwaE,Halwa
kHEeru,kHEeru
BHATUREYA,Bhatureya
dOsAe,Dosa
bandegaila,Bandegaila
PAyASai,Payasa
ijissaL,ijissaL
kesarina,Kesarina
kheeri,Puri
pavi,Pavi
saBziU,Sabzi
Khichd,Khichd
uhitaeea,Raita
POORINA,Purina
Bhajisaa,Bhajisa
paneerma,paneerma
KACHORISA,Kachorisa
cHoleKa,Choleka
masalai,Masala
pooriga,Puriga
Jiauoe,Jiauoe
Raitan,Raita
Rotim,Rotima
parathama,Parathama
Rogan,Rogan
Paneerem,Paneerem
auleeeau,Dali
Gulabg,Gulabga
Ragiy,Ragiya
PARATHAE,Paratha
chapAtHika,chapAtHika
Gulabmam,Gulabma
chutneyma,Chutneyma
RAma,Rama
PURII,Puri
bHajiRA,Bhajira
Bhajij,Bhaji
Ramman,Ramna
rasamla,Rasamla
Rasamua,Rasamu
PULIYOGARENA,Puliyogarena
Rasamy,Rasamya
RAGILA,Ragila
KESARIMA,Kesarima
KIchdIA,Kichdi
eissaL,Dal
Ravaa,Rava
avaR,Ravae
Rotinan,Rotina
amasaR,Aamsa
SAMOSAE,Samosa
oalkohD,oalkohD
KHichDILA,Kichdila
kesari,Kesari
Tueorundea,Tueorundea
omaA,Upma
aesouya,Aamya
kesarina,Kesarina
payasa,Payasa
halwaga,Halwaga
rOtIya,Rotiya
Chapathigan,Chapathigan
Muddam,Mudda
Biryaniyam,Biryaniya
imaR,Upma
Curdr,Curdra
Khichdi,Kichdi
Pulaoia,Pulao
Daljin,Dalji
Pettagauiuu,Upmaga
biryaniga,Biryaniga
Bandegain,Bandegai
aueiu,aueiu
kesaria,Kesari
Dosal,Dosala
Rotiy,Rotiya
Dalmam,Dalma
Gulabl,Gulabla
sAMbARJi,Sambarji
KACHORIJI,Kachoriji
Bandegaim,Bandegai
Bisibelekam,Bisibeleka
oasomaS,Dosama
akerutahB,akerutahB
Raitar,Raita
pakodai,Pakoda
Puri,Puri
Koftak,Koftaka
Sambaraa,Sambara
DHOKLAE,Dhokla
Lassiram,Lassira
aradaV,aradaV
JOSHU,Josh
POORIU,Puri
Mumoua,Momo
Upmalan,Upmala
BISIBELEKA,Bisibeleka
poorila,Purila
bhature,Bhature
CHUTNEYLA,Chutneyla
SABZIJI,Sabziji
